EDO,MUN,NOMBRE_MUNICIPIO
20,224,SAN JUAN YUCUITA
20,391,SANTA INES DE ZARAGOZA
20,402,SANTA MARIA CHACHOAPAM
20,219,SAN JUAN TEITIPAC
20,284,SAN MIGUEL TLACOTEPEC
20,78,SAN AGUSTIN ATENANGO
20,36,MESONES HIDALGO
20,86,SAN ANDRES DINICUITI
20,398,SANTA MARIA APAZCO
20,204,SAN JUAN LACHIGALLA
20,529,SANTO TOMAS TAMAZULAPAN
20,449,SANTA MARIA ZANIZA
20,40,IXPANTEPEC NIEVES
20,510,SANTO DOMINGO IXCATLAN
20,233,SAN LUCAS QUIAVINI
20,532,SANTOS REYES TEPEJILLO
20,49,MAGDALENA PEÐASCO
20,107,SAN ANTONIO SINICAHUA
20,393,SANTA LUCIA MIAHUATLAN
20,280,SAN MIGUEL TENANGO
20,380,SANTA CRUZ NUNDACO
20,528,SANTO TOMAS OCOTEPEC
20,520,SANTO DOMINGO TONALA
20,101,SAN ANTONINO EL ALTO
20,305,SAN PEDRO HUAMELULA
20,500,SANTIAGO YOLOMECATL
20,239,SAN MARTIN HUAMELULPAM
20,343,SAN SEBASTIAN NICANANDUTA
20,523,SANTO DOMINGO YANHUITLAN
20,102,SAN ANTONINO MONTE VERDE
20,482,SANTIAGO NUNDICHE
20,91,SAN ANDRES NUXIÐO
20,565,YUTANDUCHI DE GUERRERO
30,132,POZA RICA DE HIDALGO
30,133,PUEBLO VIEJO
30,134,PUENTE NACIONAL
30,135,RAFAEL DELGADO
30,109,MINATITLAN
30,110,MISANTLA
30,111,MIXTLA DE ALTAMIRANO
30,113,NAOLINCO
20,253,SAN MATEO SINDIHUI
30,146,SOCONUSCO
30,147,SOCHIAPA
30,148,SOLEDAD ATZOMPA
30,140,SALTABARRANCA
30,137,LAS VIGAS DE RAMIREZ
30,138,LOS REYES
30,181,TLALNELHUAYOCAN
30,165,TEPETLAN
30,118,OMEALCA
30,130,PLATON SANCHEZ
24,50,VILLA DE RAMOS
24,36,TAMASOPO
30,190,URSULO GALVAN
30,191,VEGA DE ALATORRE
30,192,VERACRUZ
30,143,SAN JUAN EVANGELISTA
30,145,SAYULA DE ALEMAN
24,12,TANCANHUITZ
30,207,EL HIGO
30,194,XICO
30,195,XOXOCOTLA
30,196,YANGA
20,281,SAN MIGUEL TEQUIXTEPEC
20,465,SANTIAGO IHUITLAN PLUMAS
20,315,SAN PEDRO MARTIR YUCUXACO
20,9,ASUNCION TLACOLULITA
20,159,SAN JERONIMO TAVICHE
20,141,SAN FRANCISCO JALTEPETONGO
20,114,SAN BARTOLO YAUTEPEC
20,352,SAN VICENTE NUÐU
20,454,SANTIAGO ASTATA
20,257,SAN MIGUEL ACHIUTLA
20,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ
20,326,SAN PEDRO TAVICHE
20,480,SANTIAGO NEJAPILLA
20,54,MAGDALENA ZAHUATLAN
20,248,SAN MATEO ETLATONGO
20,215,SAN JUAN SAYULTEPEC
20,93,SAN ANDRES SINAXTLA
20,77,SAN AGUSTIN AMATENGO
20,329,SAN PEDRO TIDAA
20,144,SAN FRANCISCO NUXAÐO
20,279,SAN MIGUEL TECOMATLAN
31,27,DZIDZANTUN
31,80,TEKIT
20,137,SAN FRANCISCO CHINDUA
31,36,HOMUN
31,77,TEKAL DE VENEGAS
31,39,IXIL
20,330,SAN PEDRO TOPILTEPEC
20,262,SAN MIGUEL CHICAHUA
20,269,SAN MIGUEL HUAUTLA
20,20,LA COMPAÐIA
20,169,SAN JOSE DEL PROGRESO
20,452,SANTIAGO APOALA
20,415,SANTA MARIA HUAZOLOTITLAN
20,299,SAN PEDRO APOSTOL
20,145,SAN FRANCISCO OZOLOTEPEC
20,512,SANTO DOMINGO OZOLOTEPEC
20,135,SAN FRANCISCO CAJONOS
20,538,TANICHE
20,111,SAN BALTAZAR YATZACHI EL BAJO
20,94,SAN ANDRES SOLAGA
20,443,SANTA MARIA YALINA
20,313,SAN PEDRO MARTIR
20,453,SANTIAGO APOSTOL
20,38,HUAUTEPEC
20,222,SAN JUAN YAEE
28,7,CAMARGO
20,410,SANTA MARIA DEL TULE
20,287,SAN NICOLAS
20,386,SANTA CRUZ XOXOCOTLAN
25,15,SALVADOR ALVARADO
31,81,TEKOM
32,7,CONCEPCION DEL ORO
25,12,MAZATLAN
25,11,GUASAVE
25,9,ESCUINAPA
25,8,ELOTA
25,5,COSALA
32,38,PINOS
32,10,FRESNILLO
32,20,JEREZ
32,50,VETAGRANDE
32,17,GUADALUPE
32,21,JIMENEZ DEL TEUL
32,42,SOMBRERETE
5,19,MORELOS
32,37,PANUCO
32,36,OJOCALIENTE
20,121,SAN BLAS ATEMPA
20,504,SANTIAGO ZOOCHILA
20,61,MONJAS
20,216,SAN JUAN TABAA
20,194,SAN JUAN DEL ESTADO
20,242,SAN MARTIN PERAS
20,57,MATIAS ROMERO AVENDAÐO
20,427,SANTA MARIA PETAPA
20,27,CUYAMECALCO VILLA DE ZARAGOZA
20,519,SANTO DOMINGO TOMALTEPEC
20,371,SANTA CATARINA TAYATA
20,75,ROJAS DE CUAUHTEMOC
31,57,PANABA
20,563,YAXE
31,83,TELCHAC PUERTO
30,43,COETZALA
20,331,SAN PEDRO TOTOLAPAM
20,324,SAN PEDRO SOCHIAPAM
20,167,SAN JOSE INDEPENDENCIA
20,39,HUAUTLA DE JIMENEZ
20,133,SAN FELIPE USILA
20,160,SAN JERONIMO TECOATL
8,1,AHUMADA
32,33,MOYAHUA DE ESTRADA
14,16,AYOTLAN
14,13,ATOTONILCO EL ALTO
20,193,SAN JUAN DE LOS CUES
32,30,MOMAX
32,28,MEZQUITAL DEL ORO
32,49,VALPARAISO
32,39,RIO GRANDE
20,34,GUELATAO DE JUAREZ
20,106,SAN ANTONIO NANAHUATIPAM
32,31,MONTE ESCOBEDO
32,27,MELCHOR OCAMPO
1,2,ASIENTOS
1,3,CALVILLO
1,4,COSIO
1,5,JESUS MARIA
1,6,PABELLON DE ARTEAGA
1,7,RINCON DE ROMOS
28,26,MIQUIHUANA
32,26,MAZAPIL
1,1,AGUASCALIENTES
2,1,ENSENADA
2,5,PLAYAS DE ROSARITO
5,20,MUZQUIZ
14,42,HOSTOTIPAQUILLO
14,116,VILLA HIDALGO
18,2,AHUACATLAN
18,14,SANTA MARIA DEL ORO
20,150,SAN GABRIEL MIXTEPEC
28,39,TULA
20,444,SANTA MARIA YAVESIA
7,65,PALENQUE
7,71,PUEBLO NUEVO SOLISTAHUACAN
7,76,SALTO DE AGUA
7,24,CHANAL
8,42,MANUEL BENAVIDES
8,2,ALDAMA
8,3,ALLENDE
10,20,OTAEZ
10,19,EL ORO
10,11,INDE
12,36,IGUALA DE LA INDEPENDENCIA
12,37,IGUALAPA
12,38,IXCATEOPAN DE CUAUHTEMOC
12,39,ZIHUATANEJO DE AZUETA
14,120,ZAPOPAN
14,102,TONALA
14,23,ZAPOTLAN EL GRANDE
14,38,GOMEZ FARIAS
14,83,SAYULA
14,87,TAPALPA
14,33,CHIQUILISTLAN
14,97,TIZAPAN EL ALTO
14,119,ZACOALCO DE TORRES
15,16,AXAPUSCO
15,33,DONATO GUERRA
20,124,SAN CRISTOBAL AMOLTEPEC
28,32,REYNOSA
28,33,RIO BRAVO
20,544,TEOCOCUILCO DE MARCOS PEREZ
20,65,NUEVO ZOQUIAPAM
20,462,SANTIAGO DEL RIO
20,157,SAN JERONIMO SILACAYOAPILLA
20,285,SAN MIGUEL TULANCINGO
20,375,SANTA CRUZ ACATEPEC
20,293,SAN PABLO HUIXTEPEC
20,68,LA PE
32,24,LORETO
20,294,SAN PABLO MACUILTIANGUIS
20,473,SANTIAGO LAOLLAGA
20,419,SANTA MARIA JALAPA DEL MARQUES
20,116,SAN BARTOLOME LOXICHA
20,540,TAMAZULAPAM DEL ESPIRITU SANTO
20,247,SAN MATEO DEL MAR
20,459,SANTIAGO CHAZUMBA
20,364,SANTA CATARINA JUQUILA
20,25,COSOLTEPEC
20,16,CHALCATONGO DE HIDALGO
20,335,SAN PEDRO Y SAN PABLO TEQUIXTEPEC
20,507,SANTO DOMINGO CHIHUITAN
20,12,EL BARRIO DE LA SOLEDAD
20,290,SAN PABLO CUATRO VENADOS
20,272,SAN MIGUEL PERAS
20,505,SANTO DOMINGO ALBARRADAS
20,412,SANTA MARIA GUELACE
20,250,SAN MATEO PEÐASCO
32,57,TRANCOSO
31,26,DZEMUL
16,69,PERIBAN
20,395,SANTA LUCIA OCOTLAN
20,103,SAN ANTONIO ACUTLA
20,547,TEOTONGO
20,558,VALERIO TRUJANO
31,105,YAXKUKUL
20,311,SAN PEDRO JOCOTIPAC
31,17,CHANKOM
20,136,SAN FRANCISCO CHAPULAPA
20,205,SAN JUAN LAJARCIA
20,389,SANTA INES DEL MONTE
20,254,SAN MATEO TLAPILTEPEC
20,83,SAN AGUSTIN TLACOTEPEC
20,76,SALINA CRUZ
20,422,SANTA MARIA MIXTEQUILLA
20,566,VILLA DE ZAACHILA
20,372,SANTA CATARINA TICUA
20,218,SAN JUAN TEITA
20,295,SAN PABLO TIJALTEPEC
20,52,MAGDALENA TLACOTEPEC
20,200,SAN JUAN IHUALTEPEC
20,303,SAN PEDRO COMITANCILLO
20,441,SANTA MARIA TOTOLAPILLA
20,525,SANTO DOMINGO ZANATEPEC
20,357,SANTA ANA TAVELA
20,130,SAN ESTEBAN ATATLAHUCA
20,72,REFORMA DE PINEDA
20,447,SANTA MARIA YUCUHITI
7,38,HUITIUPAN
7,96,TILA
7,4,ALTAMIRANO
7,104,TZIMOL
7,91,TAPALAPA
7,84,SOCOLTENANGO
7,85,SOLOSUCHIAPA
20,369,SANTA CATARINA QUIANE
7,2,ACALA
7,83,SITALA
20,32,GUADALUPE DE RAMIREZ
20,373,SANTA CATARINA YOSONOTU
7,8,ANGEL ALBINO CORZO
7,9,ARRIAGA
7,113,BENEMERITO DE LAS AMERICAS
7,12,BERRIOZABAL
7,16,CATAZAJA
7,23,CHAMULA
7,26,CHENALHO
7,27,CHIAPA DE CORZO
7,31,CHILON
7,14,EL BOSQUE
7,32,ESCUINTLA
7,37,HUEHUETAN
7,40,HUIXTLA
7,47,JITOTOL
7,49,LARRAINZAR
7,52,LAS MARGARITAS
7,108,VILLA CORZO
7,73,REFORMA
12,6,APAXTLA
12,52,QUECHULTENANGO
12,57,TECOANAPA
12,70,XALPATLAHUAC
12,72,XOCHISTLAHUACA
12,17,COCULA
12,29,CHILPANCINGO DE LOS BRAVO
20,483,SANTIAGO NUYOO
20,5,ASUNCION CUYOTEPEJI
20,477,SANTIAGO MILTEPEC
20,463,SANTIAGO HUAJOLOTITLAN
20,551,TLACOTEPEC PLUMAS
20,148,SAN FRANCISCO TEOPAN
20,356,SANTA ANA DEL VALLE
20,319,SAN PEDRO NOPALA
20,437,SANTA MARIA TEXCATITLAN
20,439,SANTA MARIA TLALIXTAC
20,309,SAN PEDRO JALTEPETONGO
20,434,SANTA MARIA TEMAXCALTEPEC
31,102,VALLADOLID
20,498,SANTIAGO YAITEPEC
13,38,MINERAL DEL CHICO
20,377,SANTA CRUZ DE BRAVO
13,28,HUEJUTLA DE REYES
13,52,SAN BARTOLO TUTOTEPEC
13,53,SAN FELIPE ORIZATLAN
13,54,SAN SALVADOR
13,55,SANTIAGO DE ANAYA
13,58,TASQUILLO
13,59,TECOZAUTLA
13,60,TENANGO DE DORIA
13,33,JUAREZ HIDALGO
13,34,LA MISION
13,35,LOLOTLA
13,36,METEPEC
13,37,METZTITLAN
32,52,VILLA GARCIA
20,95,SAN ANDRES TEOTILALPAM
20,228,SAN LORENZO CUAUNECUILTITLA
20,431,SANTA MARIA TATALTEPEC
20,196,SAN JUAN DIUXI
20,556,LA TRINIDAD VISTA HERMOSA
20,234,SAN LUCAS ZOQUIAPAM
20,354,SANTA ANA ATEIXTLAHUACA
20,396,SANTA MAGDALENA JICOTLAN
20,255,SAN MATEO YOLOXOCHITLAN
20,383,SANTA CRUZ TACAHUA
20,445,SANTA MARIA YOLOTEPEC
20,351,SAN VICENTE LACHIXIO
20,126,SAN CRISTOBAL SUCHIXTLAHUACA
20,543,VILLA TEJUPAM DE LA UNION
20,338,SAN PEDRO YUCUNAMA
20,189,SAN JUAN COATZOSPAM
20,221,SAN JUAN TEPOSCOLULA
20,521,SANTO DOMINGO TONALTEPEC
20,524,SANTO DOMINGO YODOHINO
20,278,VILLA TALEA DE CASTRO
20,47,MAGDALENA MIXTEPEC
20,202,SAN JUAN JUQUILA VIJANOS
20,97,SAN ANDRES YAA
4,3,CARMEN
20,256,SAN MELCHOR BETAZA
31,92,TIXCACALCUPUL
28,9,CIUDAD MADERO
31,6,BUCTZOTZ
20,562,VILLA HIDALGO
20,318,SAN PEDRO MOLINOS
20,267,SAN MIGUEL EJUTLA
20,555,TRINIDAD ZAACHILA
20,368,SANTA CATARINA MINAS
20,392,SANTA LUCIA DEL CAMINO
20,472,SANTIAGO LALOPA
20,154,SAN JACINTO AMILPAS
20,58,MAZATLAN VILLA DE FLORES
20,282,SAN MIGUEL TILQUIAPAM
31,41,KANASIN
20,170,SAN JOSE TENANGO
31,52,MOTUL
20,109,SAN BALTAZAR CHICHICAPAM
20,227,SAN LORENZO CACAOTEPEC
20,379,SANTA CRUZ MIXTEPEC
20,491,SANTIAGO TEXCALCINGO
20,388,SANTA GERTRUDIS
20,15,CHAHUITES
20,165,SAN JOSE DEL PEÐASCO
20,370,SANTA CATARINA QUIOQUITANI
20,435,SANTA MARIA TEOPOXCO
20,508,SANTO DOMINGO DE MORELOS
20,30,EL ESPINAL
20,143,SAN FRANCISCO LOGUECHE
20,440,SANTA MARIA TONAMECA
20,264,SAN MIGUEL COATLAN
20,125,SAN CRISTOBAL LACHIRIOAG
20,535,SITIO DE XITLAPEHUA
20,361,SANTA CATALINA QUIERI
31,79,TEKAX
8,52,OJINAGA
8,27,GUACHOCHI
20,400,SANTA MARIA ATZOMPA
31,33,HALACHO
20,29,ELOXOCHITLAN DE FLORES MAGON
20,268,SAN MIGUEL EL GRANDE
20,181,SAN JUAN BAUTISTA TLACOATZINTEPEC
31,1,ABALA
20,423,SANTA MARIA NATIVITAS
20,518,SANTO DOMINGO TLATAYAPAM
20,424,SANTA MARIA NDUAYACO
20,118,SAN BARTOLOME YUCUAÐE
20,360,SANTA ANA ZEGACHE
20,8,ASUNCION OCOTLAN
20,98,SAN ANDRES ZABACHE
20,241,SAN MARTIN LACHILA
20,421,SANTA MARIA LACHIXIO
20,399,SANTA MARIA LA ASUNCION
31,16,CHACSINKIN
31,98,TZUCACAB
20,384,SANTA CRUZ TAYATA
20,308,SAN PEDRO IXTLAHUACA
31,94,TIXMEHUAC
20,119,SAN BARTOLOME ZOOGOCHO
20,457,SANTIAGO CACALOXTEPEC
31,66,SANTA ELENA
20,349,SAN SIMON ZAHUATLAN
31,24,CHUMAYEL
31,46,MAMA
31,18,CHAPAB
31,67,SEYE
31,53,MUNA
8,50,NUEVO CASAS GRANDES
8,51,OCAMPO
20,288,SAN NICOLAS HIDALGO
31,34,HOCABA
31,69,SOTUTA
31,75,TEABO
20,306,SAN PEDRO HUILOTEPEC
31,23,CHOCHOLA
31,76,TECOH
31,15,CUZAMA
31,64,SANAHCAT
31,37,HUHI
31,95,TIXPEHUAL
31,2,ACANCEH
31,90,TIMUCUY
31,101,UMAN
21,170,TEPEYAHUALCO DE CUAUHTEMOC
21,172,TETELES DE AVILA CASTILLO
15,2,ACOLMAN
15,68,OTZOLOTEPEC
15,88,TEMOAYA
15,75,SAN FELIPE DEL PROGRESO
15,107,TOLUCA
15,100,TEXCOCO
15,40,IXTAPALUCA
16,18,COPANDARO
16,19,COTIJA
16,8,AQUILA
16,70,LA PIEDAD
16,72,PURUANDIRO
16,73,QUERENDARO
16,74,QUIROGA
16,14,COAHUAYANA
16,15,COALCOMAN DE VAZQUEZ PALLARES
16,16,COENEO
16,17,CONTEPEC
15,87,TEMASCALTEPEC
16,33,GABRIEL ZAMORA
16,34,HIDALGO
16,35,LA HUACANA
16,37,HUANIQUEO
16,38,HUETAMO
16,39,HUIRAMBA
16,40,INDAPARAPEO
16,29,CHURUMUCO
16,31,EPITACIO HUERTA
16,47,JUAREZ
16,48,JUNGAPEO
16,108,ZACAPU
19,17,GALEANA
28,21,EL MANTE
28,13,G?EMEZ
28,22,MATAMOROS
28,43,XICOTENCATL
30,105,MECAYAPAN
30,106,MEDELLIN DE BRAVO
18,11,RUIZ
18,10,ROSAMORADA
18,18,TUXPAN
18,20,LA YESCA
18,16,TECUALA
18,1,ACAPONETA
18,6,HUAJICORI
18,9,DEL NAYAR
18,12,SAN BLAS
18,19,XALISCO
18,17,TEPIC
18,5,COMPOSTELA
18,4,BAHIA DE BANDERAS
18,13,SAN PEDRO LAGUNILLAS
18,8,JALA
18,7,IXTLAN DEL RIO
18,3,AMATLAN DE CAÐAS
18,15,SANTIAGO IXCUINTLA
20,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON
20,168,SAN JOSE LACHIGUIRI
32,29,MIGUEL AUZA
32,51,VILLA DE COS
32,15,EL PLATEADO DE JOAQUIN AMARO
32,19,JALPA
7,81,SILTEPEC
7,61,OCOZOCOAUTLA DE ESPINOSA
8,21,DELICIAS
8,22,DR. BELISARIO DOMINGUEZ
7,94,TENEJAPA
7,95,TEOPISCA
7,98,TOTOLAPA
7,101,TUXTLA CHICO
7,88,SUCHIATE
7,89,SUNUAPA
7,79,SAN JUAN CANCUC
7,80,SAN LUCAS
7,62,OSTUACAN
7,63,OSUMACINTA
7,64,OXCHUC
7,66,PANTELHO
7,67,PANTEPEC
7,68,PICHUCALCO
7,69,PIJIJIAPAN
11,25,PURISIMA DEL RINCON
11,36,SANTIAGO MARAVATIO
7,15,CACAHOATAN
7,17,CINTALAPA
7,18,COAPILLA
7,19,COMITAN DE DOMINGUEZ
7,20,LA CONCORDIA
7,21,COPAINALA
7,22,CHALCHIHUITAN
13,62,TEPEHUACAN DE GUERRERO
8,31,GUERRERO
8,32,HIDALGO DEL PARRAL
8,33,HUEJOTITAN
8,34,IGNACIO ZARAGOZA
8,35,JANOS
8,36,JIMENEZ
8,38,JULIMES
8,39,LOPEZ
8,40,MADERA
8,41,MAGUARICHI
8,54,RIVA PALACIO
11,20,LEON
11,30,SAN FELIPE
11,33,SAN LUIS DE LA PAZ
12,1,ACAPULCO DE JUAREZ
12,69,LA UNION DE ISIDORO MONTES DE OCA
12,16,COAHUAYUTLA DE JOSE MARIA IZAZAGA
12,73,ZAPOTITLAN TABLAS
12,74,ZIRANDARO
12,50,PILCAYA
12,54,SAN MARCOS
12,25,CUAUTEPEC
14,67,PIHUAMO
13,81,ZACUALTIPAN DE ANGELES
13,11,ATOTONILCO EL GRANDE
13,67,TIANGUISTENGO
14,54,JUCHITLAN
14,91,TENAMAXTLAN
14,5,AMATITAN
14,20,CABO CORRIENTES
14,70,VILLA PURIFICACION
14,44,HUEJUQUILLA EL ALTO
14,63,MEZQUITIC
14,115,VILLA GUERRERO
14,19,BOLAÐOS
14,105,TOTATICHE
14,26,COLOTLAN
14,82,SANTA MARIA DE LOS ANGELES
14,43,HUEJUCAR
14,32,CHIMALTITAN
14,78,SAN MARTIN DE BOLAÐOS
14,66,OJUELOS DE JALISCO
14,110,UNION DE SAN ANTONIO
14,36,ENCARNACION DE DIAZ
15,28,CHAPULTEPEC
15,45,JALTENCO
16,13,CARACUARO
16,52,MARAVATIO
17,6,CUAUTLA
17,4,AYALA
17,24,TLALTIZAPAN DE ZAPATA
17,22,TETELA DEL VOLCAN
17,23,TLALNEPANTLA
19,40,MONTERREY
19,41,PARAS
19,43,LOS RAMONES
19,44,RAYONES
19,20,GRAL. BRAVO
19,23,GRAL. TREVIÐO
19,24,GRAL. ZARAGOZA
20,276,SAN MIGUEL SOYALTEPEC
20,122,SAN CARLOS YAUTEPEC
20,59,MIAHUATLAN DE PORFIRIO DIAZ
20,151,SAN ILDEFONSO AMATLAN
20,339,SAN RAYMUNDO JALPAN
20,139,SAN FRANCISCO HUEHUETLAN
20,73,LA REFORMA
20,48,MAGDALENA OCOTLAN
20,275,SAN MIGUEL SANTA FLOR
20,127,SAN DIONISIO DEL MAR
20,186,SAN JUAN CHILATECA
20,226,SAN LORENZO ALBARRADAS
20,301,SAN PEDRO CAJONOS
20,286,SAN MIGUEL YOTAO
20,481,SANTIAGO NILTEPEC
20,50,MAGDALENA TEITIPAC
20,320,SAN PEDRO OCOPETATILLO
20,184,SAN JUAN CACAHUATEPEC
20,81,SAN AGUSTIN ETLA
21,155,TEHUACAN
21,157,TENAMPULCO
21,104,NICOLAS BRAVO
21,136,SAN MIGUEL IXITLAN
21,109,ORIENTAL
21,188,TOCHIMILCO
21,43,CUAYUCA DE ANDRADE
21,75,HUEHUETLAN EL GRANDE
21,206,ZACAPALA
21,48,CHIAUTLA
21,156,TEHUITZINGO
21,54,CHIGNAHUAPAN
21,212,ZAUTLA
21,192,TUZAMAPAN DE GALEANA
21,199,XIUTETELCO
21,205,YEHUALTEPEC
21,17,ATEMPAN
22,15,SAN JOAQUIN
22,13,PINAL DE AMOLES
22,6,EZEQUIEL MONTES
22,1,AMEALCO DE BONFIL
22,7,HUIMILPAN
22,4,COLON
22,3,CADEREYTA DE MONTES
22,10,EL MARQUES
23,10,BACALAR
23,1,BENITO JUAREZ
23,2,COZUMEL
24,21,MEXQUITIC DE CARMONA
24,22,MOCTEZUMA
24,55,XILITLA
24,58,MATLAPA
26,9,BACERAC
26,8,BACANORA
26,5,ARIZPE
26,4,ARIVECHI
24,3,AQUISMON
25,14,ROSARIO
25,13,MOCORITO
25,4,CONCORDIA
25,3,BADIRAGUATO
25,18,NAVOLATO
25,17,SINALOA
25,16,SAN IGNACIO
25,1,AHOME
26,65,NAVOJOA
26,63,ETCHOJOA
26,62,ALAMOS
26,61,GUAYMAS
26,60,EMPALME
26,59,CAJEME
26,58,BACUM
26,57,URES
26,56,SAN MIGUEL DE HORCASITAS
26,55,SAN LUIS RIO COLORADO
26,50,MAZATAN
30,163,TEOCELO
30,112,MOLOACAN
30,96,JUCHIQUE DE FERRER
30,156,TANTOYUCA
30,89,XALAPA
30,125,PAPANTLA
30,144,SANTIAGO TUXTLA
30,179,TLACHICHILCO
30,197,YECUATLA
30,102,MARIANO ESCOBEDO
31,43,KAUA
30,23,ATZACAN
30,24,ATZALAN
30,25,TLALTETELA
30,11,ALTOTONGA
30,182,TLAPACOYAN
30,16,ANGEL R. CABADA
30,34,CATEMACO
30,35,CAZONES DE HERRERA
30,60,CHICONTEPEC
30,84,IXHUATLAN DEL SURESTE
31,19,CHEMAX
31,30,DZITAS
32,1,APOZOL
6,9,MINATITLAN
6,4,CUAUHTEMOC
6,5,VILLA DE ALVAREZ
6,8,MANZANILLO
6,1,COLIMA
6,3,COQUIMATLAN
25,10,EL FUERTE
26,6,ATIL
26,20,GRANADOS
26,70,GENERAL PLUTARCO ELIAS CALLES
26,38,SARIC
26,27,NACO
26,13,BAVISPE
26,11,BANAMICHI
26,10,BACOACHI
26,3,ALTAR
26,2,AGUA PRIETA
26,12,BAVIACORA
27,5,COMALCALCO
27,6,CUNDUACAN
27,14,PARAISO
27,9,JALAPA
28,18,JIMENEZ
28,19,LLERA
28,23,MENDEZ
28,41,VICTORIA
28,1,ABASOLO
29,1,AMAXAC DE GUERRERO
29,4,ATLANGATEPEC
29,11,MUÐOZ DE DOMINGO ARENAS
29,52,LA MAGDALENA TLALTELULCO
29,54,EMILIANO ZAPATA
29,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS
29,41,PAPALOTLA DE XICOHTENCATL
29,29,TEPEYANCO
29,23,NATIVITAS
29,25,SAN PABLO DEL MONTE
29,36,TOTOLAC
29,38,TZOMPANTEPEC
30,184,TLILAPAN
30,205,NANCHITAL DE LAZARO CARDENAS DEL RIO
30,2,ACATLAN
30,9,ALPATLAHUAC
30,20,ASTACINGA
30,31,CAMERINO Z. MENDOZA
30,36,CERRO AZUL
30,39,COAHUITLAN
30,48,COSAUTLAN DE CARVAJAL
30,54,CUICHAPA
30,64,CHOCAMAN
30,66,CHUMATLAN
30,76,HUILOAPAN DE CUAUHTEMOC
30,85,IXHUATLANCILLO
30,98,LERDO DE TEJADA
30,107,MIAHUATLAN
30,108,LAS MINAS
30,117,OLUTA
30,119,ORIZABA
30,172,TEZONAPA
30,174,TIHUATLAN
30,175,TLACOJALPAN
30,176,TLACOLULAN
30,177,TLACOTALPAN
30,178,TLACOTEPEC DE MEJIA
30,120,OTATITLAN
30,139,RIO BLANCO
30,161,TENAMPA
30,162,TENOCHTITLAN
30,183,TLAQUILPA
30,129,PEROTE
30,198,ZACUALPAN
30,200,ZENTLA
30,201,ZONGOLICA
30,203,ZOZOCOLCO DE HIDALGO
31,38,HUNUCMA
31,48,MAXCANU
31,89,TICUL
31,63,SAMAHIL
31,61,RIO LAGARTOS
31,96,TIZIMIN
31,59,PROGRESO
32,25,LUIS MOYA
32,32,MORELOS
32,6,CAÐITAS DE FELIPE PESCADOR
32,54,VILLA HIDALGO
32,53,VILLA GONZALEZ ORTEGA
32,58,SANTA MARIA DE LA PAZ
32,8,CUAUHTEMOC
32,43,SUSTICACAN
32,16,GENERAL PANFILO NATERA
32,12,GENARO CODINA
32,47,TEUL DE GONZALEZ ORTEGA
32,22,JUAN ALDAMA
32,35,NORIA DE ANGELES
32,23,JUCHIPILA
32,34,NOCHISTLAN DE MEJIA
32,40,SAIN ALTO
32,18,HUANUSCO
32,46,TEPETONGO
32,45,TEPECHITLAN
32,14,GENERAL FRANCISCO R. MURGUIA
32,44,TABASCO
32,9,CHALCHIHUITES
32,11,TRINIDAD GARCIA DE LA CADENA
